property_id,lat,lng,addr_street,suburb,price,property_type,year,bedrooms,bathrooms,parking_space,Shopping_center_id,Distance_to_sc,Train_station_id,Distance_to_train_station,travel_min_to_CBD,Transfer_flag,Hospital_id,Distance_to_hospital,Supermarket_id,Distance_to_supermaket
82954,-37.891591,145.2485,1 Laura Road,KNOXFIELD,7905000,house,2014,3,1,2,SC_049,5256,19868,4252,55,0,hospital_002,4377,S_027,1649
20661,-37.764421,144.966677,18 Balmer Street,BRUNSWICK,16520000,house,2015,3,1,1,SC_030,3850,19967,635,23,0,hospital_144,992,S_074,838
93569,-37.994158,145.08804,61 Davey Street,PARKDALE,11895000,house,2012,4,2,2,SC_003,2564,19864,1034,41,0,hospital_001,1390,S_003,1472
61726,-37.783595,145.253575,3 Jacks Place,RINGWOOD,15000000,house,2015,5,3,2,SC_022,3116,19878,2718,51,0,hospital_164,2695,S_157,1521
17200,-37.701919,144.918362,4 Trevannion Street,GLENROY,5656000,house,2016,3,2,2,SC_010,3078,20032,308,32,0,hospital_184,4644,S_209,673
1947,-37.824543,144.8397369,2 Lynch Road,BROOKLYN,3000000,house,2009,3,1,1,SC_033,661,20022,3477,21,0,hospital_174,5253,S_056,1343
41513,-37.746472,145.066514,12 Beetham Parade,ROSANNA,7515000,house,2015,3,1,1,SC_017,1049,19936,401,28,0,hospital_066,1062,S_100,1422
80697,-37.972292,145.197157,10 Maurice Street,DANDENONG,5950000,house,2013,3,1,2,SC_112,2276,19889,823,51,0,hospital_018,689,S_183,1878
49388,-37.804809,145.067432,30 Ropley Avenue,BALWYN,19630000,house,2010,4,2,2,SC_099,2326,19892,2348,27,0,hospital_064,1736,S_137,1325
50287,-37.76132584,145.0884094,5 Warringal Street,BULLEEN,9444000,house,2009,3,2,2,SC_009,571,19935,2485,26,0,hospital_004,2406,S_154,619
38109,-37.7823131,145.0189509,21 Arthur Street,FAIRFIELD,10570000,house,2012,3,1,0,SC_001,2570,19930,393,18,0,hospital_029,906,S_219,2542
52620,-37.814963,144.9909057,2 Jika Place,RICHMOND,20400000,house,2013,4,2,1,SC_068,1660,19978,45,6,0,hospital_173,349,S_076,724
41628,-37.763759,145.066202,15 Devon Street,EAGLEMONT,15730000,house,2008,4,2,3,SC_017,913,19935,888,26,0,hospital_046,881,S_100,548
4562,-37.837694,144.8769237,58b Oxford Street,NEWPORT,7560000,house,2010,4,2,2,SC_033,2922,19994,810,20,0,hospital_141,3035,S_056,2691
43238,-37.721733,145.105001,6 Koolya Court,YALLAMBIE,10880000,house,2013,4,3,2,SC_017,4965,19986,1621,40,0,hospital_075,1849,S_020,1945
18576,-37.68683,144.934997,272 Camp Road,BROADMEADOWS,2750000,house,2014,3,2,0,SC_072,4170,20030,1419,36,0,hospital_104,4222,S_153,1526
57844,-37.828648,145.164715,22 Clifton Street,BLACKBURN,10231000,house,2011,4,2,2,SC_002,1191,19899,1266,37,0,hospital_060,898,S_066,799
51460,-37.787884,145.112572,474 Doncaster Road,DONCASTER,6500000,house,2011,2,1,2,SC_091,1183,19896,3565,34,0,hospital_194,1636,S_188,1010
94296,-37.954334,145.084428,16 Muirfield Close,HEATHERTON,6840000,house,2011,3,2,1,SC_003,1913,19866,2958,36,0,hospital_109,1250,S_023,2575
93978,-38.068058,145.128209,51 Mernda Ave,BONBEACH,9010000,house,2011,3,1,2,SC_070,5273,19858,914,54,0,hospital_043,9018,S_077,1870
39130,-37.751146,145.038105,13 Wilkinson Crescent,BELLFIELD,5148000,house,2010,3,1,2,SC_047,1560,19934,1964,25,0,hospital_090,1014,S_219,1930
96295,-37.92047119,145.0323639,9 Campbell Street,BENTLEIGH,10727000,house,2006,3,1,0,SC_046,2182,19939,529,38,0,hospital_110,1453,S_107,861
33222,-37.730489,145.004291,8-10 Regent Street,PRESTON,14280000,house,2012,3,1,2,SC_103,1033,20011,268,29,0,hospital_139,1539,S_085,750
33818,-37.727093,144.999595,14 Cameron Street,RESERVOIR,10065000,house,2010,3,1,0,SC_103,1405,20011,315,29,0,hospital_139,1068,S_085,1153
51912,-37.79790115,145.1739502,38 Roy Street,DONVALE,7360000,house,2008,4,1,1,SC_002,2400,19899,2528,37,0,hospital_034,840,S_202,2902
93110,-37.998,145.08556,28 Melrose Street,PARKDALE,5940000,house,2011,3,1,3,SC_003,3006,19863,973,44,0,hospital_001,1385,S_119,1123
66256,-37.781623,145.315636,33 Sweetland Road,MOOROOLBARK,7910000,house,2015,3,2,1,SC_084,2617,19877,449,55,0,hospital_113,4080,S_224,2330
34651,-37.720596,144.993939,30 Wattle Grove,RESERVOIR,8460000,house,2014,3,1,3,SC_103,2228,20011,1166,29,0,hospital_139,495,S_030,1356
40746,-37.683626,145.051005,5 Cut Leaf Court,BUNDOORA,7605000,house,2015,4,3,2,SC_062,4678,20007,3256,38,0,hospital_041,1366,S_155,1712
95040,-37.90959167,145.031601,1a Anne Street,MCKINNON,7200000,house,2008,4,2,2,SC_046,3381,19940,593,36,0,hospital_126,1467,S_107,1440
28604,-37.796948,144.98801,328 Wellington Street,COLLINGWOOD,11985000,house,2013,2,1,0,SC_008,2303,19975,617,10,0,hospital_178,1422,S_060,653
48293,-37.795909,145.037137,31 Earl Street,KEW,14190000,house,2015,3,1,2,SC_083,2737,19931,2017,20,0,hospital_029,1369,S_039,1225
3633,-37.8144722,144.8966827,5 Somerville Road,YARRAVILLE,7480000,house,2007,3,1,0,SC_043,3865,19996,613,15,0,hospital_056,2548,S_201,1532
56318,-37.855808,145.107375,2 Chandler Grove,BURWOOD,11600000,house,2016,3,1,1,SC_042,2773,19840,2023,28,0,hospital_089,1175,S_112,1683
67139,-37.76081085,145.3604584,19 Alfred Road,LILYDALE,4760000,house,2009,3,1,1,SC_084,4105,19876,1267,61,0,hospital_113,515,S_081,962
54563,-37.81626129,145.0426636,5 Elphin Grove,HAWTHORN,24160000,house,2008,3,1,2,SC_083,778,19903,738,23,0,hospital_064,977,S_208,755
52263,-37.8122001,145.0064891,13 Bennett Street,RICHMOND,6759000,house,2011,2,1,0,SC_083,2719,19977,1246,7,0,hospital_134,252,S_076,1002
25203,-37.5994072,144.9316101,12 Egton Court,CRAIGIEBURN,2920000,house,2008,4,2,2,SC_110,739,40221,1067,45,0,hospital_104,5794,S_005,630
26733,-37.593063,144.935123,39a Spurr Street,CRAIGIEBURN,5760000,house,2010,3,2,1,SC_110,704,40221,1213,45,0,hospital_104,6545,S_178,143
16439,-37.704826,144.940124,123 North Street,HADFIELD,5159000,house,2011,3,1,3,SC_030,3193,19961,1714,35,0,hospital_184,5189,S_004,273
73973,-37.8525238,145.2953491,72 Stewart Street,BORONIA,9180000,house,2008,3,1,0,SC_049,4798,19869,1306,53,0,hospital_049,1578,S_146,1337
57991,-37.824385,145.15623,30 Wolseley Crescent,BLACKBURN,38400000,house,2015,5,3,2,SC_002,1451,19898,727,35,0,hospital_060,954,S_018,1107
5470,-37.790426,144.851557,12 Arthur Street,BRAYBROOK,6006000,house,2009,3,1,2,SC_043,946,20022,1403,21,0,hospital_174,2194,S_149,946
40195,-37.69667053,145.0766449,27 Champion Crescent,BUNDOORA,3897000,house,2008,3,1,2,SC_062,5068,19984,1710,34,0,hospital_041,1338,S_155,1932
66927,-37.741693,145.348763,11 Nimblefoot Way,LILYDALE,8294000,house,2015,4,2,2,SC_084,3571,19876,1541,61,0,hospital_151,1400,S_233,1818
23685,-37.65426805,144.890975,5 Murray Close,GREENVALE,10230000,house,2015,4,3,3,SC_075,1836,44817,3181,39,0,hospital_104,2625,S_211,1791
5817,-37.78326797,144.8475494,57 Lily Street,BRAYBROOK,3490000,house,2009,3,1,2,SC_102,1234,20021,1417,25,0,hospital_174,1460,S_080,1284
29517,-37.773881,145.008238,16 Northcote Street,NORTHCOTE,19040000,house,2012,4,1,1,SC_001,3026,19929,590,16,0,hospital_035,1221,S_105,2571
86235,-37.914014,144.987409,17 Victoria Street,BRIGHTON,12454000,house,2014,4,3,2,SC_015,5079,19951,790,22,0,hospital_198,429,S_150,565
71488,-37.851736,145.217245,37 Petalnina Drive,WANTIRNA,10400000,house,2013,4,2,2,SC_032,4457,19871,3543,46,0,hospital_008,877,S_226,1705
73235,-37.857846,145.29192,20 Bambury Street,BORONIA,3440000,house,2013,3,1,1,SC_049,4315,19869,723,53,0,hospital_049,967,S_146,696
50124,-37.776382,145.086377,2A Barak Street,BULLEEN,9035000,house,2014,2,2,1,SC_009,1290,19935,3119,26,0,hospital_194,2560,S_154,1178
22156,-37.741478,144.949426,187 Gordon Street,COBURG,6700000,house,2012,3,1,2,SC_030,1011,19965,1228,28,0,hospital_084,1611,S_172,1391
45187,-37.69560623,145.1353455,5 Henley Close,ST HELENA,6748000,house,2008,4,2,3,SC_051,3252,19987,2279,44,0,hospital_075,2804,S_051,1191
91344,-37.98755264,145.0447083,18 Cromer Road,BEAUMARIS,9920000,house,2009,5,2,2,SC_079,4288,19865,1903,39,0,hospital_055,1061,S_011,1691
59951,-37.82405,145.195691,4 Simpson Street,MITCHAM,5056000,house,2013,3,1,2,SC_088,1511,19900,747,40,0,hospital_010,1519,S_202,1712
72680,-37.852256,145.299541,1 Lyndon Road,BORONIA,3256000,house,2011,3,1,2,SC_049,4754,19869,1614,53,0,hospital_049,1874,S_146,1610
75742,-37.896767,145.07681,146 Poath Road,HUGHESDALE,9540000,house,2014,4,1,1,SC_087,1019,19918,222,32,0,hospital_166,2576,S_167,1019
91468,-37.975526,145.037956,25 Woff Street,BEAUMARIS,16575000,house,2010,3,2,2,SC_079,2950,19866,1760,36,0,hospital_055,1332,S_011,2250
32211,-37.73448181,145.0247955,2/172 Albert St,PRESTON,2160000,house,2009,1,1,1,SC_047,664,20011,2053,29,0,hospital_090,2328,S_225,1120
88790,-37.9515549,145.0522278,32 Turner Road,HIGHETT,12359000,house,2013,4,2,2,SC_079,1015,19872,973,40,0,hospital_082,1070,S_023,934
93124,-37.986449,145.083796,29 Robert Street,PARKDALE,10950000,house,2010,2,1,0,SC_003,1766,19864,986,41,0,hospital_001,1067,S_003,638
19824,-37.669037,144.901104,7 Patho Court,WESTMEADOWS,4225000,house,2015,3,1,3,SC_059,2565,20030,2256,36,0,hospital_104,2657,S_153,2071
19358,-37.660653,144.934566,20 Crossley Crescent,COOLAROO,4800000,house,2010,4,1,2,SC_072,1548,44817,751,39,0,hospital_104,1668,S_153,2250
91839,-37.984279,145.040042,81 Scott Street,BEAUMARIS,9440000,house,2012,4,2,2,SC_079,3913,19865,2220,39,0,hospital_055,1157,S_011,1987
41849,-37.740819,145.061169,21 Darvall Street,ROSANNA,15536000,house,2016,2,1,0,SC_017,1785,19936,494,28,0,hospital_090,1336,S_100,2139
81248,-37.977275,145.208472,4 Gwenda Street,DANDENONG,10920000,house,2010,3,1,2,SC_112,1236,19888,1417,54,0,hospital_033,696,S_183,779
14495,-37.745758,144.905168,46 King Street,ESSENDON,13200000,house,2016,4,3,3,SC_082,1311,20036,1397,23,0,hospital_184,385,S_197,485
77469,-37.931343,145.165932,129 Wanda Street,MULGRAVE,4160000,house,2011,2,1,1,SC_073,3299,19913,2299,44,0,hospital_076,4122,S_067,2047
65821,-37.771831,145.322548,16 Daymar Drive,MOOROOLBARK,6080000,house,2012,3,2,1,SC_084,1701,19877,1692,55,0,hospital_113,3041,S_168,1464
63956,-37.78416061,145.28617859999997,22 Lincoln Road,CROYDON,7410000,house,2009,4,2,2,SC_022,1683,19878,1347,51,0,hospital_164,3760,S_181,1394
94936,-37.915194,145.025288,17 Lily Street,BENTLEIGH,17780000,house,2015,3,1,2,SC_046,2938,19939,1057,38,0,hospital_126,1705,S_107,1553
45437,-37.68412781,145.10458369999998,7 Palpera Tce,GREENSBOROUGH,5160000,house,2008,4,2,0,SC_062,3984,19985,2230,38,0,hospital_075,2340,S_210,2120
25836,-37.60045624,144.92855840000001,2 Perron Close,CRAIGIEBURN,4505000,house,2008,4,2,1,SC_110,1027,40221,1310,45,0,hospital_104,5638,S_178,864
44780,-37.717556,145.1097107,279 Elder Street,GREENSBOROUGH,5220000,house,2009,4,1,0,SC_009,5578,19986,1069,40,0,hospital_075,1424,S_020,1664
2913,-37.82281494,144.8834686,16 Gordon Parade,YARRAVILLE,6720000,house,2008,2,1,1,SC_033,3256,19995,897,18,0,hospital_056,3312,S_201,2769
38861,-37.772851,145.046982,36 Gilbert Road,IVANHOE,12080000,house,2014,2,1,1,SC_001,714,19933,461,22,0,hospital_039,1774,S_219,690
37389,-37.634437,145.022707,4 Cadiz Walk,EPPING,3357000,house,2015,3,2,2,SC_062,5858,20005,2102,43,0,hospital_053,1985,S_196,1188
3085,-37.81450272,144.89033510000002,21 Birmingham Street,YARRAVILLE,9420000,house,2009,4,2,0,SC_043,3436,19996,154,15,0,hospital_056,2406,S_201,1673
31294,-37.753681,144.99029199999998,48A Fyffe Street,THORNBURY,11760000,house,2014,3,1,2,SC_103,1875,20014,744,23,0,hospital_144,1657,S_105,1209
88095,-37.940400200000006,145.05004219999998,14 Rosebud Avenue,MOORABBIN,6660000,house,2012,2,1,2,SC_046,1032,19872,1145,40,0,hospital_110,1421,S_069,1251
53602,-37.820622,145.00299099999998,64 Abinger Street,RICHMOND,9464000,house,2010,3,1,0,SC_038,2268,19907,827,6,0,hospital_122,88,S_076,1389
24082,-37.694654,144.960702,176 Anderson Road,FAWKNER,5060000,house,2014,4,1,1,SC_030,4304,19961,689,35,0,hospital_139,4163,S_161,609
4893,-37.86888,144.817857,139 Blyth Street,ALTONA,7490000,house,2013,2,1,1,SC_033,5341,19925,564,32,0,hospital_141,6517,S_128,1071
24180,-37.701102,144.977725,218 McBryde Street,FAWKNER,6816000,house,2012,3,1,2,SC_030,4248,19961,1661,35,0,hospital_139,2562,S_161,2143
37535,-37.649879999999996,145.054915,50 Kalman Road,EPPING,4550000,house,2015,3,1,2,SC_062,2703,45795,1071,46,0,hospital_053,3391,S_096,1705
92183,-37.980294,145.077464,28 Avenza Street,MENTONE,7315000,house,2007,5,2,2,SC_003,1441,19865,1093,39,0,hospital_133,955,S_003,422
57588,-37.81162643,145.15777590000002,121 Surrey Road,BLACKBURN,4980000,house,2009,3,1,2,SC_002,1481,19898,1161,35,0,hospital_060,2379,S_202,2121
45235,-37.69348,145.127084,50 Wahroonga Crescent,GREENSBOROUGH,5445000,house,2015,4,1,1,SC_051,3624,19985,2027,38,0,hospital_075,2274,S_051,1228
14824,-37.747236,144.904276,80 McCracken Street,ESSENDON,26350000,house,2010,3,1,2,SC_082,1479,20037,1433,20,0,hospital_184,553,S_197,622
67938,-37.839292,145.026654,2 Turnbull Avenue,TOORAK,19680000,house,2014,3,2,2,SC_038,1623,19910,610,13,0,hospital_127,1741,S_102,1622
95831,-37.914809000000005,145.028052,46 McLean Avenue,BENTLEIGH,12600000,house,2011,3,1,1,SC_046,2893,19939,837,38,0,hospital_126,1755,S_107,1341
66022,-37.76531,145.333011,22 Autumn Grove,MOOROOLBARK,11280000,house,2016,4,2,2,SC_084,1858,19876,1691,61,0,hospital_113,1952,S_168,1447
29864,-37.777006,145.014546,3 Bank Street,NORTHCOTE,20160000,house,2012,4,2,1,SC_001,2602,19930,318,18,0,hospital_029,1611,S_219,2582
8914,-37.880921,144.75446399999998,16 Yolanta Court,SEABROOK,4688000,house,2009,3,2,1,SC_092,2633,46468,1376,32,0,hospital_073,6575,S_001,1718
39105,-37.753861,145.044265,1 Sullivan Street,BELLFIELD,10000000,house,2010,3,1,1,SC_001,1579,19934,1377,25,0,hospital_090,959,S_219,1617
94680,-37.932996,145.04570800000002,12 Dulcie Grove,BENTLEIGH,12350000,house,2015,4,1,2,SC_046,970,19937,801,38,0,hospital_110,782,S_107,1532
50990,-37.791961,145.112244,2 Toronto Avenue,DONCASTER,12900000,house,2015,4,2,2,SC_091,1325,19896,3113,34,0,hospital_194,2089,S_188,1172
27026,-37.595743,144.932803,48 Dianne Avenue,CRAIGIEBURN,3864000,house,2015,3,1,2,SC_110,677,40221,1147,45,0,hospital_104,6214,S_178,220
52688,-37.816626,145.009778,21 Crown Street,RICHMOND,19890000,house,2016,3,1,0,SC_083,2309,19906,1232,12,0,hospital_122,658,S_076,1473
39392,-37.6800645,145.0726159,10 Princeton Terrace,BUNDOORA,8720000,house,2014,3,2,2,SC_062,3357,45795,3475,46,0,hospital_041,1529,S_155,2598
23308,-37.638661,144.905948,1 Cramond Place,GREENVALE,2530000,house,2011,4,2,3,SC_072,1966,40220,2597,41,0,hospital_104,1849,S_211,2126
85950,-37.924669,144.999257,10 Whyte Street,BRIGHTON,15300000,house,2013,4,3,2,SC_046,3808,19950,909,24,0,hospital_156,1587,S_009,1088
32082,-37.741593,144.985081,18 James Street,PRESTON,8775000,house,2013,3,1,0,SC_103,1501,20012,1397,27,0,hospital_144,2028,S_030,1341
47023,-37.70344,145.163699,3/1316 Main Road,ELTHAM,5746000,house,2010,3,2,2,SC_051,3332,19987,1794,44,0,hospital_075,5096,S_194,1381
40693,-37.69164276,145.0578919,47 Greenhills Road,BUNDOORA,9554000,house,2008,4,3,2,SC_062,5070,19984,3134,34,0,hospital_041,445,S_155,829
38935,-37.763584,145.038975,5 Stanley Street,IVANHOE,16170000,house,2016,3,1,2,SC_001,542,19933,819,22,0,hospital_039,721,S_219,572
2398,-37.78791809,144.8717041,60 Richelieu Street,MAIDSTONE,2862000,house,2009,2,1,0,SC_043,1101,20022,1478,21,0,hospital_056,1400,S_149,1101
52310,-37.812055,145.006006,14 Bennett Street,RICHMOND,10160000,house,2014,3,1,1,SC_083,2764,19977,1202,7,0,hospital_134,208,S_076,957
43829,-37.703834,145.07703600000002,5 Yemaya Court,WATSONIA,3896000,house,2012,3,1,2,SC_047,5644,19984,991,34,0,hospital_037,1754,S_020,2030
14190,-37.761018,144.89271200000002,28 May Street,ABERFELDIE,12064000,house,2015,5,2,2,SC_085,1414,20037,2140,20,0,hospital_068,1850,S_049,1390
84378,-37.852121000000004,145.003471,8 Bayview Street,PRAHRAN,16320000,house,2012,3,3,0,SC_066,1022,19947,846,20,0,hospital_012,501,S_115,480
85582,-37.881496999999996,145.00305500000002,37 St Georges Road,ELSTERNWICK,28800000,house,2011,4,2,3,SC_015,2426,19954,409,17,0,hospital_116,711,S_193,665
65265,-37.805158,145.304651,27 Byron Road,KILSYTH,4563000,house,2010,3,1,1,SC_022,2014,19877,2372,55,0,hospital_164,4324,S_224,603
62863,-37.836503,145.249877,32 The Greenway,HEATHMONT,5280000,house,2012,4,2,2,SC_032,3227,19871,1023,46,0,hospital_179,2436,S_139,1659
51468,-37.796368,145.137543,49 Norfolk Circuit,DONCASTER,5203000,house,2010,3,1,1,SC_091,1449,19897,2731,36,0,hospital_154,2488,S_188,1583
73176,-37.852636,145.294107,2 The Grove,BORONIA,7560000,house,2014,4,2,3,SC_049,4813,19869,1219,53,0,hospital_049,1494,S_146,1262
69415,-37.865646000000005,145.088335,10 Gloucester Road,ASHBURTON,8580000,house,2011,3,1,1,SC_042,1331,19848,738,36,0,hospital_098,351,S_112,484
12827,-37.711224,144.774651,28 Cassinia Close,DELAHEY,2808000,house,2016,3,2,2,SC_107,3393,20000,1124,39,0,hospital_057,6510,S_094,1002
96905,-38.000440999999995,145.275533,5 Rebecca Mac Court,HALLAM,5508000,house,2015,4,3,2,SC_077,2446,19885,1990,59,0,hospital_069,4201,S_212,989
45871,-37.717776,145.125324,17 Ripper Street,MONTMORENCY,6880000,house,2015,3,1,2,SC_051,5769,19986,434,40,0,hospital_075,2217,S_210,2585
34912,-37.713887,145.018578,40 Lane Crescent,RESERVOIR,9350000,house,2010,2,1,0,SC_047,2933,20009,1039,33,0,hospital_139,1852,S_225,1518
18240,-37.6840744,144.92991640000002,15 Joffre Street,BROADMEADOWS,4928000,house,2009,3,1,1,SC_072,3770,20030,914,36,0,hospital_104,3808,S_153,987
14654,-37.756588,144.921674,6 Forbes Street,ESSENDON,10120000,house,2012,3,1,0,SC_082,2887,20037,486,20,0,hospital_128,1211,S_025,1243
31076,-37.764115999999994,145.018659,291 Rathmines Street,THORNBURY,18340000,house,2014,3,1,2,SC_001,2079,19930,1683,18,0,hospital_035,961,S_105,1964
44388,-37.719209,145.106496,167 Hickling Avenue,GREENSBOROUGH,6900000,house,2015,3,1,1,SC_017,5266,19986,1392,40,0,hospital_075,1568,S_020,1712
11887,-37.71491623,144.8240814,57 Hopkins Avenue,KEILOR,4592000,house,2009,3,1,0,SC_107,2014,20001,3113,36,0,hospital_005,5142,S_222,2320
91116,-37.97378159,145.05160519999998,1 Llewellyn Street,BEAUMARIS,14450000,house,2009,4,2,2,SC_079,2895,19866,835,36,0,hospital_055,690,S_011,1285
54981,-37.840629,145.092849,121a Through Road,CAMBERWELL,15360000,house,2014,3,2,2,SC_037,3540,19850,1565,32,0,hospital_089,1873,S_160,2020
2323,-37.788767,144.87371000000002,5 Gilda Street,MAIDSTONE,4520000,house,2011,3,1,3,SC_043,1203,20022,1502,21,0,hospital_056,1201,S_149,1203
76229,-37.904787,145.101404,45 George Street,OAKLEIGH,9300000,house,2015,2,1,1,SC_087,2519,19916,698,36,0,hospital_166,734,S_026,2468
63928,-37.809194,145.290918,21 MIRANG AVENUE,CROYDON,8500000,house,2014,3,1,2,SC_022,1319,19878,1780,51,0,hospital_164,3110,S_055,1221
721,-37.798386,144.900973,26 Leeds Street,FOOTSCRAY,7920000,house,2015,3,1,0,SC_011,2225,20025,358,14,0,hospital_003,1247,S_201,370
64556,-37.786592999999996,145.270499,5 Binbrook Drive,CROYDON,3650000,house,2013,3,1,1,SC_022,1777,19878,1326,51,0,hospital_164,2696,S_181,1396
14771,-37.760262,144.895418,74 Fawkner Street,ABERFELDIE,3113000,house,2010,4,3,2,SC_085,1561,20037,1889,20,0,hospital_068,1726,S_049,1539
26121,-37.579855,144.932088,25 Cheltenham Close,CRAIGIEBURN,6324000,house,2013,4,2,2,SC_005,1183,40221,2637,45,0,hospital_104,7952,S_178,1583
22585,-37.74684906,144.96087649999998,31 Chandos Street,COBURG,4250000,house,2008,2,1,1,SC_030,1865,19965,546,28,0,hospital_084,835,S_173,667
93773,-38.022797,145.10003400000002,93 Station Street,ASPENDALE,14400000,house,2016,3,1,2,SC_003,5831,19862,526,46,0,hospital_001,4303,S_119,2015
92010,-37.979704,145.08023799999998,15 Derwent Street,MENTONE,4608000,house,2016,5,2,2,SC_003,1229,19865,1344,39,0,hospital_133,1205,S_003,556
28026,-37.58691406,144.9180756,Lot 911 Burrora Way,CRAIGIEBURN,4050000,house,2009,3,2,2,SC_016,761,40221,2776,45,0,hospital_104,7103,S_178,1611
88560,-37.94688797,145.0400238,18 Major Street,HIGHETT,6460000,house,2009,3,1,0,SC_079,266,19872,235,40,0,hospital_110,1565,S_069,266
78742,-37.940079,145.159644,19 Gove Street,SPRINGVALE,5274500,house,2011,3,1,0,SC_073,4416,19913,1182,44,0,hospital_124,3848,S_075,1650
86908,-37.900648,144.99615500000002,58 Elwood Street,BRIGHTON,23100000,house,2011,5,3,2,SC_015,3807,19952,737,20,0,hospital_198,1254,S_151,999
69124,-37.867488,145.034696,39 Johnstone Street,MALVERN,33450000,house,2015,3,2,1,SC_023,1206,19944,494,18,0,hospital_157,540,S_013,826
84642,-37.877878,144.990519,13 Moore Street,ELWOOD,15504000,house,2010,3,2,1,SC_015,1337,19955,469,15,0,hospital_009,1424,S_133,585
36921,-37.641121000000005,145.02200000000002,16 Sorrento Place,EPPING,4320000,house,2015,4,2,2,SC_062,5719,20005,1444,43,0,hospital_053,1261,S_196,1113
13956,-37.758264000000004,144.91298,18 Lorraine Street,ESSENDON,24650000,house,2011,5,3,3,SC_085,2679,20037,378,20,0,hospital_128,946,S_025,1290
30051,-37.7703364,144.9960283,4 Turnbull Grove,NORTHCOTE,13600000,house,2013,3,1,1,SC_103,3462,20016,84,20,0,hospital_035,1328,S_105,2246
65049,-37.813675,145.312902,1/24 Belinda Close,KILSYTH,4602000,house,2015,3,1,1,SC_022,3085,19877,3220,55,0,hospital_164,5083,S_224,1303
24289,-37.700832,144.963197,3 Lovely Street,FAWKNER,10050000,house,2016,3,1,3,SC_030,3698,19961,381,35,0,hospital_139,3591,S_161,1330
36318,-37.664652000000004,145.021264,24 Curtin Avenue,LALOR,5535000,house,2015,3,1,1,SC_062,5842,20006,382,40,0,hospital_053,1515,S_229,284
5855,-37.78288651,144.8523102,7 Orange Street,BRAYBROOK,3850000,house,2009,2,1,1,SC_043,1446,20021,1821,25,0,hospital_174,1834,S_149,1446
30254,-37.77226257,145.00650019999998,5A Whalley Street ...,NORTHCOTE,10251000,house,2009,4,2,2,SC_001,3142,19929,785,16,0,hospital_035,1047,S_105,2372
52546,-37.831961,144.99203799999998,183 Cubitt Street,CREMORNE,9845000,house,2016,2,1,0,SC_024,1494,19959,722,11,0,hospital_196,761,S_102,1703
73426,-37.859190000000005,145.253882,29 Matlock Road,BORONIA,6450000,house,2010,4,2,0,SC_032,5619,19870,2312,50,0,hospital_002,1323,S_139,2137
32317,-37.74459457,145.0134125,22 Jackman Street,PRESTON,7225000,house,2007,3,1,1,SC_103,1152,20013,1171,25,0,hospital_035,2097,S_105,1122
96706,-38.018218,145.277284,29 Glencairn Avenue,HALLAM,4303000,house,2014,3,1,2,SC_077,2926,19885,660,59,0,hospital_069,2811,S_212,1814
876,-37.809083,144.887528,33 Browning Street,SEDDON,6432000,house,2012,2,1,0,SC_043,2861,19997,716,14,0,hospital_056,1779,S_201,1308
94728,-37.931235,145.03633,13 Barry Street,BENTLEIGH,7803000,house,2010,3,1,2,SC_046,936,19937,349,38,0,hospital_110,206,S_107,1398
45646,-37.67529297,145.1235504,14 Josephine Court,PLENTY,9035000,house,2008,4,2,2,SC_051,3192,19988,3087,48,0,hospital_075,3668,S_051,1525
2987,-37.81586,144.868382,184 Roberts Street,YARRAVILLE,5220000,house,2012,3,1,2,SC_033,2250,19996,1895,15,0,hospital_056,2975,S_149,2544
51559,-37.795708000000005,145.120791,6 Malcolm Crescent,DONCASTER,2200000,house,2015,2,1,1,SC_091,1063,20042,2618,30,0,hospital_117,1892,S_188,1009
51552,-37.79399,145.124778,6 Eildon Street,DONCASTER,10710000,house,2015,4,2,1,SC_091,776,20042,2824,30,0,hospital_117,2174,S_188,781
70793,-37.87974929999999,145.09935,42 Amaroo Street,CHADSTONE,7112000,house,2009,3,1,1,SC_042,739,19839,968,26,0,hospital_098,2166,S_026,1546
80662,-37.999171000000004,145.213819,1/43 Bryants Road,DANDENONG,2376000,house,2013,3,1,2,SC_117,773,19888,1085,54,0,hospital_119,1627,S_184,1362
19424,-37.66315842,144.93258669999997,39 Guildford Avenue,COOLAROO,2580000,house,2008,3,1,1,SC_072,1655,44817,623,39,0,hospital_104,1753,S_153,1921
70075,-37.860425,145.087472,41 Baker Parade,ASHBURTON,10758000,house,2012,3,1,2,SC_042,1916,19848,565,36,0,hospital_098,451,S_112,868
56267,-37.8592926,145.1107862,17 Brockhoff Drive,BURWOOD,7620000,house,2013,3,2,1,SC_042,2628,19840,1597,28,0,hospital_089,1476,S_112,1694
17116,-37.70994949,144.9147644,36 Chapman Avenue,GLENROY,3600000,house,2009,3,1,0,SC_010,2489,20032,640,32,0,hospital_184,3700,S_209,924
44473,-37.690694,145.093398,19 Booyan Crescent,GREENSBOROUGH,6600000,house,2013,4,3,1,SC_062,4398,19985,1972,38,0,hospital_075,1946,S_210,1600
9598,-37.847691,144.723681,6 Merribah Way,TRUGANINA,6128000,house,2016,3,2,2,SC_053,1670,46468,3233,32,0,hospital_073,5089,S_007,2773
86787,-37.901270000000004,145.002047,47 Asling Street,BRIGHTON,19680000,house,2012,3,3,2,SC_015,4082,19952,405,20,0,hospital_013,1125,S_151,614
